Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-12-11 00:00:00-05:00,0.8988407850265503,0.907652941346482,0.8900286287066186,0.8988407850265503,501035,0.0,0.0,0.0
2020-12-14 00:00:00-05:00,0.8988407850265503,0.8988407850265503,0.8953159645182535,0.8988407850265503,231271,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,0.8988407850265503,0.8988407850265503,0.8900286287066186,0.8988407850265503,3028310,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,0.8988408576166472,0.9081024151177065,0.8909099583078877,0.9041281938552856,679149,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,0.8988407850265503,0.907652941346482,0.8939059942952589,0.8988407850265503,940694,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,0.9032469753625095,0.9076530540696748,0.8900287392410136,0.9058906435966492,3066616,0.0,0.0,0.0
2020-12-21 00:00:00-05:00,0.9120591643730983,0.9164652432329025,0.8900287700740779,0.914702832698822,461068,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,0.9076530337333679,0.9164651909502589,0.9052737743956315,0.9076530337333679,7775,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,0.9076530062805371,0.916465163230896,0.9015726537015166,0.916465163230896,202827,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,0.9032469391822815,0.9164651747743111,0.898840860651605,0.9032469391822815,159239,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,0.9032469391822815,0.9032469391822815,0.9032469391822815,0.9032469391822815,0,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,0.9032469551249225,0.9076530337333679,0.9018811054225405,0.9076530337333679,167071,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,0.9032469551249225,0.9076530337333679,0.898840876516477,0.9076530337333679,57191,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,0.9032469391822815,0.9073005776521512,0.9010439524415425,0.9032469391822815,75842,0.0,0.0,0.0
2021-01-01 00:00:00-05:00,0.9032469435735921,0.9252773363340799,0.8988408650214946,0.9208712577819824,4850491,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,0.9032469784446057,0.9252773720556052,0.9032469784446057,0.905009388923645,171699,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,0.905009388923645,0.9076530571668056,0.9058906466877662,0.905009388923645,152892,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,0.905009388923645,0.9252773720556052,0.9048332214101832,0.905009388923645,368226,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,0.905009388923645,0.9252773720556052,0.905009388923645,0.905009388923645,90227,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,0.9050094171875706,0.9252774009525107,0.9074769179943306,0.914702832698822,101373,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,0.9120590847557166,0.9252773201812549,0.9120590847557166,0.916465163230896,85940,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,0.9120590656565531,0.9162536800100738,0.9076529872736402,0.9129403233528137,221488,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,0.9129403424704313,0.9169233878287725,0.9102966743754842,0.916465163230896,463827,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,0.9138215749071787,0.9182277588161891,0.9129404221647417,0.914702832698822,477696,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,0.9147027528506637,0.9177869972783695,0.9076530062805371,0.916465163230896,283979,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,0.9191089037563496,0.9235149825787506,0.916359555952428,0.9217525720596313,468067,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,0.9191089868545533,0.9217526553968536,0.9163596388020585,0.9191089868545532,53985,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,0.9191089868545533,0.9202017087879956,0.9169940310108701,0.9191089868545532,166159,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,0.919108924119226,0.9217525924810782,0.9174170015794504,0.9199901819229126,182810,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,0.9208712577819824,0.9252773363340799,0.9180514221342234,0.9208712577819824,310846,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,0.9208712417060754,0.9252773201812549,0.916465163230896,0.916465163230896,43165,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,0.9208712577819824,0.9252773363340799,0.9076530221256898,0.9208712577819824,212310,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,0.920871314275469,0.9217525720596313,0.8988409201634635,0.9217525720596313,311147,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,0.9208712577819824,0.9217525155120815,0.9180514221342234,0.9208712577819824,65593,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,0.920871314275469,0.9199020252571752,0.9164652354530679,0.9217525720596313,119154,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,0.921752551716128,0.9252773726765723,0.9199196532206333,0.9235149621963501,322851,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,0.9226338486298109,0.9252774119377136,0.9212590696506524,0.9252774119377136,114945,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,0.9226337671279907,0.9252773302023716,0.9212589882702749,0.9226337671279907,166134,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,0.9226338094808406,0.9252773726765723,0.9235149621963502,0.9235149621963501,222871,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,0.9235150013827093,0.9252774119377136,0.9235150013827093,0.9252774119377136,168888,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,0.9243962591848153,0.9288023380969298,0.9235150013827093,0.9252774119377136,439000,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,0.9243962591848153,0.9252774119377136,0.9178840487106049,0.9252774119377136,333027,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,0.9243962591848153,0.9253655482228449,0.9249249718463958,0.9252774119377136,30619,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,0.924396276473999,0.9252774292433777,0.9249249891454682,0.924396276473999,88825,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,0.9270398020744324,0.9290841644258027,0.9245371100925688,0.9270398020744324,208238,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,0.9270398444688545,0.930564665263,0.9235149186255108,0.9279209971427917,743128,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,0.9279209337331233,0.9340894222259521,0.9263347959989063,0.9340894222259521,50036,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,0.9279209971427917,0.9429017481409054,0.926422995577419,0.9279209971427917,63663,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,0.9279209345474633,0.9340894230457055,0.9263347968118543,0.9288021922111511,104383,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,0.9279209971427917,0.929507240034596,0.9265991630826876,0.9279209971427917,43660,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,0.9279209738985298,0.9305646419525145,0.9270398212466653,0.9305646419525146,119607,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,0.9288021922111512,0.9305646024893359,0.9274803582402148,0.9288021922111511,131355,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,0.9288022123909083,0.9305646227073844,0.9253302315022006,0.9270398020744324,1279009,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,0.9279209554064347,0.9384956274116361,0.8988408174905176,0.9076529741287231,5321099,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,0.9279209971427917,0.9288022548659272,0.9245371523725404,0.9279209971427917,562345,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,0.9279210802948238,0.9277096162400331,0.9252774119377136,0.9252774119377136,160405,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,0.9279209547080737,0.9305646227073844,0.9243961340751217,0.9270398020744324,421927,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,0.9270396857644073,0.9246867942274335,0.9006031141373292,0.9261584281921387,42905,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,0.9261584281921387,0.92527717061987,0.9236028967866577,0.9261584281921387,105691,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,0.9261585635456051,0.9305646419525145,0.9235148954916204,0.9305646419525146,160579,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,0.9261586697398195,0.9277977525251645,0.9235150013827093,0.9252774119377136,214339,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,0.9261584281921387,0.92527717061987,0.9227745840011841,0.9261584281921387,289400,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,0.9261585940641791,0.9243080473752501,0.9199901051010823,0.9208712577819824,128503,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,0.9191089868545533,0.9195231959089238,0.9006034121076661,0.9191089868545532,141201,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,0.9191087655722311,0.9211707761151577,0.8988407850265503,0.8988407850265503,267858,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,0.9191088313258431,0.9217524994207902,0.916465163230896,0.916465163230896,564610,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,0.9173465371131897,0.9208713583200179,0.9129404580800493,0.9173465371131897,90790,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,0.916465163230896,0.9252773201812549,0.9076530062805371,0.916465163230896,307894,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,0.916465163230896,0.9208712417060754,0.9120590847557166,0.916465163230896,185504,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,0.9164651622706805,0.9208712407412436,0.9083579904907483,0.9142621755599976,241323,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,0.9142621755599976,0.9199900880766492,0.9076530053295545,0.9142621755599976,184672,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,0.9142622041706363,0.9164651909502589,0.9076530337333679,0.9076530337333679,424202,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,0.9142621755599976,0.9194172548053052,0.9076530053295545,0.9142621755599976,402740,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,0.9142621755599976,0.9199900880766492,0.9076530053295545,0.9142621755599976,39145,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,0.9142621755599976,0.9142621755599976,0.9094154157079404,0.9142621755599976,255436,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,0.9142622041706363,0.9384956890416865,0.9076530337333679,0.9076530337333679,97536,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,0.9142621924784355,0.9340894934382751,0.9067453970466509,0.9208712577819824,8756647,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,0.9142621755599976,0.9142621755599976,0.9142621755599976,0.9142621755599976,0,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,0.9142622041706363,0.9208712695587044,0.9069216812008357,0.9076530337333679,644559,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,0.9120591282844543,0.9164652069699174,0.9076530495989914,0.9120591282844543,625617,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,0.9120590847557166,0.916465163230896,0.9076530062805371,0.916465163230896,958912,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,0.9120591123418134,0.909503580445963,0.9076530337333679,0.9076530337333679,109874,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,0.9098561255621909,0.9340895053840407,0.9067454086427219,0.9076530337333679,672503,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,0.9098562002182007,0.912015171560044,0.9092833668819282,0.9098562002182007,53041,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,0.909856141466324,0.9120591282844543,0.9085783229714626,0.9120591282844543,132138,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,0.9120591282844543,0.9164652069699174,0.9089748837095505,0.9120591282844543,101723,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,0.9120591282844543,0.9160246306161317,0.9076530495989914,0.9120591282844543,109420,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,0.9120590847557166,0.916465163230896,0.9069216537701255,0.916465163230896,427751,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,0.916465163230896,0.9252773201812549,0.9076530062805371,0.916465163230896,1017609,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,0.916465163230896,0.9252773201812549,0.9078292788333195,0.916465163230896,241709,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,0.9186682710305332,0.9208712577819824,0.9186682710305332,0.9208712577819824,93264,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,0.9208712577819824,0.9252773363340799,0.9186682710305332,0.9208712577819824,1236766,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,0.9208712577819824,0.9208712577819824,0.917346436959984,0.9208712577819824,70623,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,0.9208712577819824,0.9252773363340799,0.9208624336492696,0.9208712577819824,358526,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,0.9208712577819824,0.9252773363340799,0.9199901051010823,0.9208712577819824,276836,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,0.9208712577819824,0.9252773363340799,0.9199901051010823,0.9208712577819824,241465,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,0.9208712577819824,0.9252773363340799,0.9195494237114332,0.9208712577819824,1103676,0.0,0.0,0.0
2021-05-01 00:00:00-04:00,0.9208712611966602,0.9384956805196024,0.9076530254913531,0.9362925887107849,7573842,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,0.9208712577819824,0.9208712577819824,0.9208712577819824,0.9208712577819824,0,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,0.9208713330255991,0.9384957537232648,0.9164652541134846,0.9252774119377136,299333,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,0.9208712133631449,0.9248367153835138,0.9195493793563553,0.9230743050575256,564337,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,0.9230743050575256,0.9252772917027123,0.9230743050575256,0.9230743050575256,104088,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,0.9230743495826307,0.9252773363340799,0.9208712577819824,0.9208712577819824,373111,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,0.9230743050575256,0.9296833700422797,0.9208712133631449,0.9230743050575256,1059261,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,0.9230743050575256,0.9252772917027123,0.9208712133631449,0.9230743050575256,781035,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,0.9230744250062601,0.9292429144733789,0.9208713330255991,0.9252774119377136,1749872,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,0.9274804156668308,0.9336489045470061,0.9332083282124786,0.9318864941596985,80155,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,0.9318864356424522,0.9384956054913337,0.9296833440097614,0.9340894222259521,148197,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,0.9340894222259521,0.9340894222259521,0.9296833440097614,0.9340894222259521,126692,0.0,0.0,0.0
2021-05-18 00:00:00-04:00,0.9340896305521874,0.9384958148002625,0.9332966140328111,0.9384958148002625,318084,0.0,0.0,0.0
2021-05-19 00:00:00-04:00,0.9362927226762249,0.9384958148002625,0.9340896305521874,0.9384958148002625,348241,0.0,0.0,0.0
2021-05-20 00:00:00-04:00,0.936292513858643,0.9375262115572087,0.9340894222259521,0.9340894222259521,511730,0.0,0.0,0.0
2021-05-21 00:00:00-04:00,0.9362925887107849,0.9380549991283194,0.9340894969019674,0.9362925887107849,115271,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,0.9362927226762249,0.9384958148002625,0.9345303120065235,0.9384958148002625,124116,0.0,0.0,0.0
2021-05-25 00:00:00-04:00,0.9362925887107849,0.9373941346151937,0.935411330977418,0.9362925887107849,57814,0.0,0.0,0.0
2021-05-26 00:00:00-04:00,0.9362927226762249,0.9384958148002625,0.9340896305521874,0.9384958148002625,241656,0.0,0.0,0.0
2021-05-27 00:00:00-04:00,0.9362925887107849,0.9376144227862355,0.9370857101658951,0.9362925887107849,33930,0.0,0.0,0.0
2021-05-28 00:00:00-04:00,0.9362925887107849,0.9376144227862355,0.9076530254913531,0.9362925887107849,536919,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,0.9362925887107849,0.9380549991283194,0.9340894969019674,0.9362925887107849,302260,0.0,0.0,0.0
2021-06-02 00:00:00-04:00,0.9362925887107849,0.9379668628500627,0.9369975738876385,0.9362925887107849,111557,0.0,0.0,0.0
2021-06-03 00:00:00-04:00,0.9429486098846549,0.9451673632782209,0.9407298564910889,0.9407298564910889,714610,0.0075,0.0,0.0
2021-06-04 00:00:00-04:00,0.9429486092977868,0.9451673626899719,0.9407298559056018,0.9451673626899719,490989,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,0.9429486098846549,0.9451673632782209,0.9407298564910889,0.9407298564910889,669607,0.0,0.0,0.0
2021-06-08 00:00:00-04:00,0.9429486989974976,0.9431262246767962,0.9412180881143233,0.9429486989974976,64980,0.0,0.0,0.0
2021-06-09 00:00:00-04:00,0.9429486989974976,0.9429486989974976,0.9407299453942495,0.9429486989974976,226500,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,0.9429486989974976,0.944945492603625,0.9429486989974976,0.9429486989974976,254697,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,0.9429486989974976,0.9429486989974976,0.9419725193533449,0.9429486989974976,314262,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,0.9429486989974976,0.9451230182829237,0.9407299453942495,0.9429486989974976,496086,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,0.9429486989974976,0.9429486989974976,0.9419725193533449,0.9429486989974976,196333,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,0.9429486989974976,0.9451230182829237,0.9399756199512227,0.9429486989974976,470378,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,0.9429486989974976,0.9429043704756703,0.9429043704756703,0.9429486989974976,12000,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,0.9429486989974976,0.9451674526007456,0.9407743797120716,0.9429486989974976,39492,0.0,0.0,0.0
2021-06-21 00:00:00-04:00,0.9429486989974976,0.9420611763969994,0.9420611763969994,0.9429486989974976,45872,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,0.9429486092977868,0.9451673626899719,0.9416173784216727,0.9451673626899719,238065,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,0.9429486989974976,0.9443686928398968,0.9429043704756703,0.9429486989974976,212252,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,0.9429486989974976,0.9443686928398968,0.9420611763969994,0.9429486989974976,28310,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,0.9429485066677358,0.9490720833945858,0.9429485066677358,0.9473859071731567,1903274,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,0.9473859368547101,0.9584794913638097,0.949072113128967,0.9496046900749207,109213,0.0,0.0,0.0
2021-06-29 00:00:00-04:00,0.9496046900749207,0.9539533278950396,0.9529770426234344,0.9496046900749207,58132,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,0.9496047657709503,0.9531546442510874,0.9518234133720398,0.9518234133720398,75819,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,0.9518234133720398,0.9527996987214677,0.9473860123738759,0.9518234133720398,3894350,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,0.9518234133720398,0.9527996987214677,0.9496047657709503,0.9518234133720398,2493834,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,0.9518234133720398,0.9539977324554212,0.950492182492992,0.9518234133720398,138715,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,0.9518233374991547,0.9540420907193652,0.9496046900749207,0.9496046900749207,505261,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,0.9518234133720398,0.9540421667691142,0.9496047657709503,0.9518234133720398,89100,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,0.9518233374991547,0.9513796291735032,0.9496046900749207,0.9496046900749207,301018,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,0.9518234133720398,0.9518234133720398,0.9496047657709503,0.9518234133720398,285755,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,0.9473859368547101,0.9539533278950396,0.9487171676276411,0.9496046900749207,1070522,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9487171676276411,0.9496046900749207,51839,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9487171676276411,0.9496046900749207,327257,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9495958032128904,0.9496046900749207,62954,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9460991403919302,0.9496046900749207,140802,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9456109977561276,0.9496046900749207,377241,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,0.9496046603238538,0.9496046603238538,0.9460457895801814,0.9473859071731567,779018,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,0.9473859071731567,0.9473859071731567,0.9451672598184329,0.9473859071731567,113622,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,0.9473859368547101,0.9495159272505951,0.9451672894304761,0.9496046900749207,90418,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,0.9496046900749207,0.9473859368547101,0.9456287714801881,0.9496046900749207,22200,0.0,0.0,0.0
2021-07-27 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9487171676276411,0.9496046900749207,80702,0.0,0.0,0.0
2021-07-28 00:00:00-04:00,0.9496046900749207,0.9518233374991547,0.9486284048033156,0.9496046900749207,85118,0.0,0.0,0.0
2021-07-29 00:00:00-04:00,0.9496046900749207,0.9527108599464342,0.9456287714801881,0.9496046900749207,294324,0.0,0.0,0.0
2021-07-30 00:00:00-04:00,0.9496046900749207,0.9496046900749207,0.9451672894304761,0.9496046900749207,178811,0.0,0.0,0.0
2021-08-01 00:00:00-04:00,0.9496047339604743,0.9518233814872421,0.9407298264654588,0.942948579788208,3863840,0.01125,0.0,0.0
2021-08-02 00:00:00-04:00,0.9496046900749207,0.9518233374991547,0.9451672894304761,0.9496046900749207,376502,0.0,0.0,0.0
2021-08-03 00:00:00-04:00,0.9496046603238538,0.9496046603238538,0.9451672598184329,0.9473859071731567,78092,0.0,0.0,0.0
2021-08-04 00:00:00-04:00,0.9473859368547101,0.9496046900749207,0.9416173054373346,0.9496046900749207,108904,0.0,0.0,0.0
2021-08-05 00:00:00-04:00,0.9451673626899719,0.9451673626899719,0.9451673626899719,0.9451673626899719,133122,0.0,0.0,0.0
2021-08-06 00:00:00-04:00,0.9451673626899719,0.9491609495223295,0.9425049009377438,0.9451673626899719,262756,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,0.9451673626899719,0.9425049009377438,0.9425049009377438,0.9451673626899719,15300,0.0,0.0,0.0
2021-08-10 00:00:00-04:00,0.9451673626899719,0.9496047636783574,0.9407298559056018,0.9451673626899719,221140,0.0,0.0,0.0
2021-08-11 00:00:00-04:00,0.9451673626899719,0.9496047636783574,0.9451673626899719,0.9451673626899719,248341,0.0,0.0,0.0
2021-08-12 00:00:00-04:00,0.9451673626899719,0.9496047636783574,0.9451673626899719,0.9451673626899719,34348,0.0,0.0,0.0
2021-08-13 00:00:00-04:00,0.9451674526007456,0.947386100407999,0.9407743797120716,0.9429486989974976,209950,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,0.9429486989974976,0.9451674526007456,0.9407299453942495,0.9429486989974976,115924,0.0,0.0,0.0
2021-08-17 00:00:00-04:00,0.9429486989974976,0.9451674526007456,0.9429486989974976,0.9429486989974976,125969,0.0,0.0,0.0
2021-08-18 00:00:00-04:00,0.9429486989974976,0.9442799300002475,0.9411737595924959,0.9429486989974976,117640,0.0,0.0,0.0
2021-08-19 00:00:00-04:00,0.9429486989974976,0.9429486989974976,0.9407299453942495,0.9429486989974976,449568,0.0,0.0,0.0
2021-08-20 00:00:00-04:00,0.9429486098846549,0.9429486098846549,0.9407298564910889,0.9407298564910889,380224,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,0.9429486989974976,0.9429486989974976,0.9407299453942495,0.9429486989974976,259246,0.0,0.0,0.0
2021-08-24 00:00:00-04:00,0.9429486989974976,0.942815607636021,0.9407299453942495,0.9429486989974976,48450,0.0,0.0,0.0
2021-08-25 00:00:00-04:00,0.9429486098846549,0.9429486098846549,0.9407298564910889,0.9407298564910889,296934,0.0,0.0,0.0
2021-08-26 00:00:00-04:00,0.9530637264251709,0.952929207390298,0.9512697472136739,0.9530637264251709,7598,0.01125,0.0,0.0
2021-08-27 00:00:00-04:00,0.9530637264251709,0.952929207390298,0.9508211722126468,0.9530637264251709,311273,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,0.9530637264251709,0.9530637264251709,0.9530637264251709,0.9530637264251709,0,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,0.9530637264251709,0.955306280637695,0.9510903172132631,0.9530637264251709,62559,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,0.9530637154568573,0.9597912710861352,0.9463361598275795,0.9508211612701416,7320092,0.0,0.0,0.0
