,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-01 00:00:00-05:00,0.04011599441860336,0.04477219982267684,0.03557899216319009,0.03629511967301369,4284288000,0.0,0.0
1999-01-22 00:00:00-05:00,0.040116008986633984,0.04477221608159769,0.03557900508361883,0.03760910406708717,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04059371926526845,0.04202597429261804,0.03760909061168745,0.04154916852712631,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04202598489820202,0.04286223122179189,0.03772829986616181,0.0383252277970314,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.0384444214122623,0.03939987076243328,0.03629512322299562,0.03820601850748062,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820600764706578,0.038444410484079226,0.03784748623421268,0.03808588907122612,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808589226326692,0.03820601084917392,0.03629511594772339,0.03629511594772339,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629512264849019,0.050145455712933884,0.033072087449414915,0.041906777769327164,3146592000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03629511555851068,0.03725056129106203,0.03307208098903111,0.03414672985672951,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03366900512634325,0.03534057811019441,0.03342968343196761,0.03486285358667374,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03534059220834138,0.037728296913222534,0.03486286749424572,0.03677285090088844,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.0373697755776858,0.03820602184048975,0.03641524500976581,0.037847500294446945,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038085894132280355,0.03820601272408201,0.03653443604707718,0.03653443604707718,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.0372505743817756,0.03748898073585119,0.03462355114897828,0.0351012758910656,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.035101268968302415,0.0360567148481841,0.034146735122176974,0.03474366292357445,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03486286547700923,0.039160549924003085,0.03486286547700923,0.03772829473018646,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03820602380602574,0.040116003905728295,0.03820602380602574,0.039877600967884064,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040593725626322734,0.042265302663792234,0.036056719219702826,0.040116000920534134,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916054687319103,0.03963827152242731,0.037250567141718316,0.03796669468283653,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916056735022302,0.0396382922492613,0.037488993052424036,0.03856364265084267,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03820602380602574,0.04059372864706633,0.03772829906468771,0.039877600967884064,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.040593725626322734,0.041071450332111334,0.037966699177276034,0.040116000920534134,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.041071445450464095,0.042862222027209726,0.03868374107089874,0.04202597588300705,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.048234566581915196,0.05014546207873505,0.04429448786447744,0.045369137078523636,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.047280020988593054,0.048712279372335465,0.04321982464284167,0.043936870992183685,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04441461269418875,0.045846868213211975,0.04154918279038966,0.04190678894519806,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04298141919344796,0.04393686835836299,0.0348628578877021,0.04035439342260361,2014512000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04202597883889273,0.04226530061296508,0.04107144833921313,0.04178757593035698,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04202596195310009,0.04202596195310009,0.0386837282488071,0.038922131061553955,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.04083211431525741,0.04107143601753179,0.03772828310777796,0.03808588907122612,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03844442617269153,0.04035440624401704,0.03844442617269153,0.04023520648479462,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03916055491807066,0.04202598453667043,0.038444427229836015,0.04083213210105896,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04071293082111509,0.042743029497457154,0.04071293082111509,0.04214610159397125,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04274304023817529,0.04274304023817529,0.040832140839708764,0.0414290688931942,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04071292209539357,0.04142904960345416,0.03963826969265938,0.03963826969265938,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.039877580042876185,0.039877580042876185,0.038206003758145986,0.038922131061553955,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.039877600747887064,0.041071453161821106,0.03963827894571356,0.04059372842311859,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.040832137850180715,0.04130986266482069,0.03892215745741138,0.03928067907691002,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.0396382787894259,0.040354406461833844,0.03856362955592225,0.03951907902956009,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.039638270454707386,0.040593719727443404,0.03868374004741903,0.03999679535627365,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.03987759800043043,0.041309853252215034,0.03987759800043043,0.040116000920534134,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.040951313273332256,0.04107143183694527,0.038922131061553955,0.038922131061553955,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.03916054306423974,0.03916054306423974,0.03581830857561312,0.03653443604707718,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.03629511594772339,0.03653443425419944,0.03486285765922496,0.03629511594772339,60864000,0.0,0.0
